0,1.214381899
0,5.622306391
0,11.77215522
0,18.36411225
2,27.2179448
3,38.10249543
14,51.19882744
23,64.91880229
22,80.03030054
15,97.50418953
6,120.8461503
5,145.7879126
4,152.757658
7,131.592428
8,100.0895231
6,73.63209608
9,54.60231744
3,39.48028161
9,26.47861379
3,17.63748553
5,12.19992341
2,9.286099702
1,7.642496278
0,6.219104848
1,5.240449918
3,4.655093059
3,4.070456344
3,3.511186184
5,3.255691478
3,2.809253489
1,2.610696627
0,2.391125442
2,2.177055785
2,1.999591704
3,1.923572126
1,1.756870669
1,1.649940915
0,1.56213126
3,1.523336371
4,1.412605258
2,1.384416271
2,1.279259769
1,1.20698624
2,1.166649267
1,1.157969344
0,1.123863599
4,1.07388241
4,1.008928377
1,1.004606505
2,0.982700051
4,1.005035342
2,0.936589682
1,0.930199929
3,0.943187832
3,0.93619016
2,0.892216658
2,0.912078877
1,0.911334279
7,0.891534043
4,0.91460231
5,0.90674946
5,0.897504218
2,0.903801328
4,0.891902508
6,0.876888213
5,0.871174903
2,0.88346685
3,0.870922224
4,0.876190632
4,0.894713569
1,0.859153942
2,0.891434355
2,0.887269827
2,0.894383751
4,0.901563092
2,0.898895114
6,0.906649078
1,0.916781977
6,0.917355507
2,0.921224756
7,0.910374528
4,0.914954782
1,0.921574401
3,0.911906442
2,0.888837503
3,0.890498272
2,0.89026236
2,0.856216028
2,0.8429036
1,0.821111556
2,0.812439271
5,0.794810402
3,0.782643325
3,0.756659256
2,0.745177574
1,0.709482413
4,0.701095691
1,0.676372658
3,0.663400542
2,0.635528
4,0.612945705
2,0.592194094
4,0.554118506
4,0.535397253
3,0.513405398
5,0.475550072
1,0.478169454
6,0.450248403
2,0.423958408
1,0.396119604
2,0.382623777
2,0.35831866
1,0.353203615
2,0.341468196
2,0.316178928
5,0.304193518
0,0.282894784
2,0.291984476
1,0.259366961
0,0.259872926
1,0.243090083
4,0.237369983
2,0.224301189
0,0.222068978
1,0.210288551
1,0.203963805
2,0.194529536
1,0.186922196
4,0.183464234
4,0.177203245
1,0.166013501
2,0.170406327
0,0.159915627
0,0.151693315
0,0.148686899
0,0.149625547
1,0.137575848
2,0.13089846
1,0.130024528
2,0.124036472
0,0.124423287
0,0.119853439
0,0.112729739
0,0.106659326
2,0.109355479
0,0.105483093
1,0.102380629
0,0.095279727
0,0.093278248
0,0.090511125
0,0.088201243
1,0.087021886
1,0.082493436
1,0.084216365
0,0.078956456
1,0.075254402
0,0.068636994
0,0.071620776
1,0.064188933
2,0.067452317
0,0.065641934
1,0.06297574
0,0.06379705
0,0.061139148
1,0.05391862
1,0.056833038
2,0.053031024
0,0.050726545
0,0.050015851
1,0.053271108
0,0.04463483
0,0.047308181
1,0.043396038
0,0.044226747
0,0.042559335
1,0.042034248
1,0.041072204
1,0.037292585
1,0.032875033
1,0.033201662
0,0.036388463
0,0.032332566
0,0.032836174
0,0.028687744
0,0.029432911
0,0.029138828
0,0.028565418
0,0.028253304
0,0.025115336
0,0.024720518
0,0.024118419
0,0.026707514
0,0.021739934
0,0.023491686
1,0.020074197
0,0.02392712
0,0.022551968
0,0.019609803
0,0.018910212
0,0.020150185
